,Area,Item,Year,Unit,Value,Element,Flag
1228,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2003,1000 I$,2.5,Value,F
1229,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2004,1000 I$,2.8,Value,F
1230,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2005,1000 I$,2.4,Value,F
1231,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2006,1000 I$,2.7,Value,F
1232,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2007,1000 I$,1.1,Value,F
1233,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2008,1000 I$,2.9,Value,F
1234,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2009,1000 I$,6.2,Value,F
1235,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2010,1000 I$,6.6,Value,F
1236,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2011,1000 I$,6.3,Value,F
1237,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2012,1000 I$,5.2,Value,F
1238,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2013,1000 I$,6.8,Value,F
1239,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2014,1000 I$,4.9,Value,F
1240,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2015,1000 I$,2.5,Value,F
1241,Mauritania,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,2.7,Value,F
1242,Mauritania,Per capita food supply variability (kcal/cap/day),2000,kcal/capita/day,22,Value,F
1243,Mauritania,Per capita food supply variability (kcal/cap/day),2001,kcal/capita/day,16,Value,F
1244,Mauritania,Per capita food supply variability (kcal/cap/day),2002,kcal/capita/day,19,Value,F
1245,Mauritania,Per capita food supply variability (kcal/cap/day),2003,kcal/capita/day,21,Value,F
1246,Mauritania,Per capita food supply variability (kcal/cap/day),2004,kcal/capita/day,27,Value,F
1247,Mauritania,Per capita food supply variability (kcal/cap/day),2005,kcal/capita/day,45,Value,F
1248,Mauritania,Per capita food supply variability (kcal/cap/day),2006,kcal/capita/day,49,Value,F
1249,Mauritania,Per capita food supply variability (kcal/cap/day),2007,kcal/capita/day,60,Value,F
1250,Mauritania,Per capita food supply variability (kcal/cap/day),2008,kcal/capita/day,62,Value,F
1251,Mauritania,Per capita food supply variability (kcal/cap/day),2009,kcal/capita/day,54,Value,F
1252,Mauritania,Per capita food supply variability (kcal/cap/day),2010,kcal/capita/day,52,Value,F
1253,Mauritania,Per capita food supply variability (kcal/cap/day),2011,kcal/capita/day,50,Value,F
1254,Mauritania,Per capita food supply variability (kcal/cap/day),2012,kcal/capita/day,18,Value,F
1255,Mauritania,Per capita food supply variability (kcal/cap/day),2013,kcal/capita/day,19,Value,F
1256,Mauritania,Percentage of population using at least basic drinking water services (percent),2000,%,53.6,Value,X
1257,Mauritania,Percentage of population using at least basic drinking water services (percent),2001,%,54.8,Value,X
1258,Mauritania,Percentage of population using at least basic drinking water services (percent),2002,%,56,Value,X
1259,Mauritania,Percentage of population using at least basic drinking water services (percent),2003,%,57.2,Value,X
1260,Mauritania,Percentage of population using at least basic drinking water services (percent),2004,%,58.3,Value,X
1261,Mauritania,Percentage of population using at least basic drinking water services (percent),2005,%,59.4,Value,X
1262,Mauritania,Percentage of population using at least basic drinking water services (percent),2006,%,60.5,Value,X
1263,Mauritania,Percentage of population using at least basic drinking water services (percent),2007,%,61.6,Value,X
1264,Mauritania,Percentage of population using at least basic drinking water services (percent),2008,%,62.7,Value,X
1265,Mauritania,Percentage of population using at least basic drinking water services (percent),2009,%,63.7,Value,X
1266,Mauritania,Percentage of population using at least basic drinking water services (percent),2010,%,64.8,Value,X
1267,Mauritania,Percentage of population using at least basic drinking water services (percent),2011,%,65.8,Value,X
1268,Mauritania,Percentage of population using at least basic drinking water services (percent),2012,%,66.8,Value,X
1269,Mauritania,Percentage of population using at least basic drinking water services (percent),2013,%,67.7,Value,X
1270,Mauritania,Percentage of population using at least basic drinking water services (percent),2014,%,68.7,Value,X
1271,Mauritania,Percentage of population using at least basic drinking water services (percent),2015,%,69.6,Value,X
1272,Mauritania,Percentage of population using at least basic sanitation services (percent),2000,%,23.3,Value,X
1273,Mauritania,Percentage of population using at least basic sanitation services (percent),2001,%,24.7,Value,X
1274,Mauritania,Percentage of population using at least basic sanitation services (percent),2002,%,26.1,Value,X
1275,Mauritania,Percentage of population using at least basic sanitation services (percent),2003,%,27.4,Value,X
1276,Mauritania,Percentage of population using at least basic sanitation services (percent),2004,%,28.8,Value,X
1277,Mauritania,Percentage of population using at least basic sanitation services (percent),2005,%,30.2,Value,X
1278,Mauritania,Percentage of population using at least basic sanitation services (percent),2006,%,31.6,Value,X
1279,Mauritania,Percentage of population using at least basic sanitation services (percent),2007,%,33.1,Value,X
1280,Mauritania,Percentage of population using at least basic sanitation services (percent),2008,%,34.5,Value,X
1281,Mauritania,Percentage of population using at least basic sanitation services (percent),2009,%,35.9,Value,X
1282,Mauritania,Percentage of population using at least basic sanitation services (percent),2010,%,37.4,Value,X
1283,Mauritania,Percentage of population using at least basic sanitation services (percent),2011,%,38.8,Value,X
1284,Mauritania,Percentage of population using at least basic sanitation services (percent),2012,%,40.3,Value,X
1285,Mauritania,Percentage of population using at least basic sanitation services (percent),2013,%,41.7,Value,X
1286,Mauritania,Percentage of population using at least basic sanitation services (percent),2014,%,43.2,Value,X
1287,Mauritania,Percentage of population using at least basic sanitation services (percent),2015,%,44.6,Value,X
1288,Mauritania,Percentage of children under 5 years affected by wasting (percent),2000,%,15.3,Value,X
1289,Mauritania,Percentage of children under 5 years affected by wasting (percent),2007,%,13.4,Value,X
1290,Mauritania,Percentage of children under 5 years affected by wasting (percent),2008,%,8.1,Value,X
1291,Mauritania,Percentage of children under 5 years affected by wasting (percent),2011,%,13.9,Value,X
1292,Mauritania,Percentage of children under 5 years affected by wasting (percent),2012,%,11.6,Value,X
1293,Mauritania,Percentage of children under 5 years affected by wasting (percent),2015,%,14.8,Value,X
1294,Mauritania,Percentage of children under 5 years of age who are stunted (percent),2000,%,39.5,Value,X
1295,Mauritania,Percentage of children under 5 years of age who are stunted (percent),2007,%,28.9,Value,X
1296,Mauritania,Percentage of children under 5 years of age who are stunted (percent),2008,%,23,Value,X
1297,Mauritania,Percentage of children under 5 years of age who are stunted (percent),2011,%,29.7,Value,X
1298,Mauritania,Percentage of children under 5 years of age who are stunted (percent),2012,%,22,Value,X
1299,Mauritania,Percentage of children under 5 years of age who are stunted (percent),2015,%,27.9,Value,X
1300,Mauritania,Percentage of children under 5 years of age who are overweight (percent),2000,%,3.8,Value,X
1301,Mauritania,Percentage of children under 5 years of age who are overweight (percent),2007,%,2.3,Value,X
1302,Mauritania,Percentage of children under 5 years of age who are overweight (percent),2008,%,1,Value,X
1303,Mauritania,Percentage of children under 5 years of age who are overweight (percent),2011,%,3.2,Value,X
1304,Mauritania,Percentage of children under 5 years of age who are overweight (percent),2012,%,1.2,Value,X
1305,Mauritania,Percentage of children under 5 years of age who are overweight (percent),2015,%,1.3,Value,X
1306,Mauritania,Prevalence of obesity in the adult population (18 years and older),2000,%,5.7,Value,X
1307,Mauritania,Prevalence of obesity in the adult population (18 years and older),2001,%,6,Value,X
1308,Mauritania,Prevalence of obesity in the adult population (18 years and older),2002,%,6.2,Value,X
1309,Mauritania,Prevalence of obesity in the adult population (18 years and older),2003,%,6.6,Value,X
1310,Mauritania,Prevalence of obesity in the adult population (18 years and older),2004,%,6.9,Value,X
1311,Mauritania,Prevalence of obesity in the adult population (18 years and older),2005,%,7.2,Value,X
1312,Mauritania,Prevalence of obesity in the adult population (18 years and older),2006,%,7.5,Value,X
1313,Mauritania,Prevalence of obesity in the adult population (18 years and older),2007,%,7.9,Value,X
1314,Mauritania,Prevalence of obesity in the adult population (18 years and older),2008,%,8.2,Value,X
1315,Mauritania,Prevalence of obesity in the adult population (18 years and older),2009,%,8.6,Value,X
1316,Mauritania,Prevalence of obesity in the adult population (18 years and older),2010,%,8.9,Value,X
1317,Mauritania,Prevalence of obesity in the adult population (18 years and older),2011,%,9.3,Value,X
1318,Mauritania,Prevalence of obesity in the adult population (18 years and older),2012,%,9.7,Value,X
1319,Mauritania,Prevalence of obesity in the adult population (18 years and older),2013,%,10.1,Value,X
1320,Mauritania,Prevalence of obesity in the adult population (18 years and older),2014,%,10.5,Value,X
1321,Mauritania,Prevalence of obesity in the adult population (18 years and older),2015,%,10.9,Value,X
1322,Mauritania,Prevalence of obesity in the adult population (18 years and older),2016,%,11.3,Value,X
1323,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2000,%,41.9,Value,X
1324,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2001,%,41.6,Value,X
1325,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2002,%,41.2,Value,X
1326,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2003,%,40.9,Value,X
1327,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2004,%,40.6,Value,X
1328,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2005,%,40.3,Value,X
1329,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2006,%,39.9,Value,X
1330,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2007,%,39.5,Value,X
1331,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2008,%,39,Value,X
1332,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2009,%,38.4,Value,X
1333,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2010,%,37.9,Value,X
1334,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2011,%,37.5,Value,X
1335,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2012,%,37.2,Value,X
1336,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2013,%,37,Value,X
1337,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2014,%,36.9,Value,X
1338,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2015,%,37,Value,X
1339,Mauritania,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,37.2,Value,X
1340,Mauritania,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2000,%,20.2,Value,X
1341,Mauritania,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2007,%,11.2,Value,X
1342,Mauritania,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2011,%,26.7,Value,X
1343,Mauritania,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2015,%,41.1,Value,X
